user_id,product_id,interaction_type,interaction_score,product_category,product_description,review_text,semantic_vector,latent_user_feature,latent_item_feature,target_recommendation_score
U114,P056,purchase,0.739,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.548, 0.499, 0.346, 0.887, 0.532]",0.354,0.433,1.001
U064,P057,view,0.299,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.198, 0.602, 0.881, 0.786, 0.128]",-0.886,-0.483,-0.099
U170,P095,view,0.244,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.021, 0.604, 0.188, 0.645, 0.383]",0.554,0.121,0.458
U051,P080,purchase,0.959,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.532, 0.321, 0.236, 0.565, 0.013]",0.69,-0.822,0.898
U141,P063,add_to_cart,0.61,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.209, 0.346, 0.405, 0.67, 0.677]",-0.095,0.625,0.815
U024,P062,add_to_cart,0.503,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.847, 0.761, 0.806, 0.566, 0.5]",0.643,-0.199,0.648
U033,P075,purchase,0.944,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.777, 0.816, 0.444, 0.128, 0.998]",-0.323,0.385,0.937
U129,P065,review,0.561,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.91, 0.938, 0.242, 0.265, 0.641]",-0.804,-0.974,-0.008
U005,P059,review,0.85,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.717, 0.545, 0.455, 0.125, 0.725]",0.115,-0.986,0.62
U116,P092,review,0.484,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.621, 0.483, 0.328, 0.053, 0.274]",0.102,0.541,0.633
U009,P050,purchase,0.894,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.393, 0.826, 0.204, 0.079, 0.256]",0.199,0.856,1.169
U126,P064,review,0.748,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.203, 0.979, 0.051, 0.751, 0.075]",-0.37,0.173,0.643
U075,P048,add_to_cart,0.481,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.422, 0.458, 0.285, 0.232, 0.155]",-0.977,0.814,0.475
U177,P048,review,0.685,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.124, 0.085, 0.84, 0.006, 0.089]",0.89,0.579,1.15
U027,P068,view,0.379,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.585, 0.011, 0.76, 0.905, 0.646]",0.711,0.195,0.641
U197,P046,view,0.342,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.383, 0.42, 0.699, 0.87, 0.177]",-0.115,-0.325,0.254
U078,P086,review,0.465,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.072, 0.974, 0.304, 0.879, 0.755]",0.351,0.572,0.77
U132,P066,view,0.115,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.792, 0.758, 0.714, 0.799, 0.941]",-0.442,0.855,0.25
U123,P076,review,0.364,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.702, 0.361, 0.476, 0.013, 0.541]",-0.604,0.695,0.368
U135,P039,view,0.215,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.476, 0.778, 0.793, 0.918, 0.507]",-0.571,-0.474,-0.131
U141,P016,review,0.446,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.236, 0.33, 0.878, 0.562, 0.053]",0.267,-0.632,0.338
U058,P005,review,0.413,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.837, 0.392, 0.524, 0.614, 0.875]",0.825,-0.609,0.5
U047,P059,add_to_cart,0.41,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.926, 0.473, 0.757, 0.801, 0.005]",-0.316,0.243,0.406
U078,P001,view,0.19,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.915, 0.258, 0.404, 0.018, 0.964]",-0.633,0.455,0.144
U156,P027,review,0.622,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.847, 0.834, 0.014, 0.777, 0.046]",-0.255,0.384,0.64
U020,P062,review,0.736,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.402, 0.245, 0.268, 0.43, 0.69]",0.254,-0.834,0.592
U178,P085,add_to_cart,0.609,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.505, 0.877, 0.201, 0.38, 0.884]",0.25,0.266,0.733
U071,P013,review,0.843,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.513, 0.241, 0.368, 0.778, 0.178]",-0.887,-0.37,0.424
U138,P048,add_to_cart,0.437,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.667, 0.31, 0.042, 0.428, 0.73]",0.477,-0.64,0.357
U029,P092,review,0.556,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.046, 0.301, 0.154, 0.451, 0.859]",0.609,0.789,0.931
U058,P026,purchase,0.966,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.917, 0.259, 0.592, 0.712, 0.07]",-0.234,-0.27,0.863
U047,P084,view,0.196,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.602, 0.976, 0.478, 0.686, 0.588]",0.181,0.156,0.279
U021,P059,purchase,0.94,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.122, 0.932, 0.538, 0.281, 0.609]",0.342,-0.452,0.871
U025,P044,review,0.58,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.71, 0.509, 0.833, 0.446, 0.04]",0.205,-0.883,0.333
U062,P038,add_to_cart,0.478,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.351, 0.326, 0.801, 0.606, 0.112]",0.454,0.443,0.75
U163,P015,purchase,0.906,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.816, 0.597, 0.7, 0.407, 0.47]",0.807,-0.35,1.079
U074,P024,view,0.232,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.89, 0.568, 0.059, 0.225, 0.945]",0.39,-0.93,0.11
U192,P047,add_to_cart,0.58,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.463, 0.825, 0.346, 0.174, 0.632]",0.897,0.581,1.048
U034,P050,review,0.794,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.569, 0.614, 0.349, 0.981, 0.111]",0.911,0.296,1.163
U049,P074,add_to_cart,0.637,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.808, 0.766, 0.973, 0.846, 0.813]",-0.745,-0.841,0.143
U094,P052,purchase,0.974,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.51, 0.626, 0.802, 0.952, 0.101]",-0.004,-0.659,0.733
U079,P050,purchase,0.919,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.135, 0.337, 0.488, 0.003, 0.455]",0.191,-0.27,0.914
U175,P024,purchase,0.95,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.526, 0.132, 0.666, 0.754, 0.301]",0.853,0.077,1.218
U153,P068,review,0.788,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.537, 0.928, 0.337, 0.499, 0.924]",0.617,0.33,1.098
U070,P019,purchase,0.959,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.75, 0.159, 0.458, 0.951, 0.123]",-0.78,-0.881,0.468
U189,P057,review,0.519,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.915, 0.929, 0.612, 0.15, 0.995]",-0.615,0.647,0.551
U052,P005,purchase,0.888,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.842, 0.057, 0.406, 0.861, 0.346]",0.553,0.295,1.179
U129,P008,review,0.339,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.008, 0.196, 0.725, 0.745, 0.47]",0.497,-0.831,0.215
U052,P035,purchase,0.737,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.749, 0.695, 0.075, 0.326, 0.362]",0.802,-0.71,0.734
U002,P017,review,0.573,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.171, 0.331, 0.734, 0.279, 0.256]",-0.102,0.032,0.571
U169,P072,review,0.4,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.717, 0.411, 0.477, 0.821, 0.216]",0.652,0.756,0.788
U058,P041,add_to_cart,0.519,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.441, 0.021, 0.648, 0.892, 0.965]",0.206,-0.397,0.451
U021,P087,view,0.149,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.378, 0.634, 0.762, 0.335, 0.241]",-0.841,-0.9,-0.349
U035,P058,add_to_cart,0.586,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.323, 0.057, 0.642, 0.125, 0.702]",0.773,0.551,0.983
U046,P054,review,0.457,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.185, 0.677, 0.88, 0.525, 0.764]",0.523,-0.01,0.588
U167,P034,purchase,0.79,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.253, 0.152, 0.581, 0.69, 0.634]",-0.576,-0.602,0.428
U181,P100,view,0.193,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.063, 0.137, 0.172, 0.119, 0.361]",0.722,0.909,0.67
U063,P081,purchase,0.741,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.925, 0.637, 0.239, 0.546, 0.098]",0.679,0.461,1.108
U098,P070,view,0.258,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.949, 0.773, 0.148, 0.051, 0.861]",-0.367,-0.822,-0.104
U157,P028,add_to_cart,0.635,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.938, 0.76, 0.257, 0.5, 0.909]",0.797,-0.916,0.553
U047,P040,purchase,0.744,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.283, 0.508, 0.381, 0.748, 0.743]",-0.613,0.499,0.744
U094,P054,review,0.588,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.311, 0.881, 0.367, 0.915, 0.568]",0.94,0.18,0.963
U140,P051,purchase,0.85,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.082, 0.584, 0.502, 0.529, 0.805]",-0.201,0.351,0.931
U066,P007,add_to_cart,0.613,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.694, 0.263, 0.274, 0.604, 0.504]",0.607,-0.343,0.683
U061,P017,review,0.759,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.402, 0.896, 0.857, 0.307, 0.077]",0.257,-0.82,0.569
U047,P052,purchase,0.913,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.467, 0.535, 0.008, 0.588, 0.08]",-0.28,0.053,0.862
U125,P001,purchase,0.713,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.272, 0.757, 0.728, 0.433, 0.172]",0.337,0.935,1.084
U200,P098,view,0.333,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.926, 0.294, 0.2, 0.313, 0.97]",0.044,0.316,0.462
U056,P053,review,0.311,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.561, 0.051, 0.552, 0.482, 0.9]",0.636,-0.652,0.325
U110,P081,review,0.457,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.54, 0.393, 0.82, 0.461, 0.938]",-0.157,-0.879,0.128
U010,P013,add_to_cart,0.558,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.436, 0.177, 0.357, 0.301, 0.341]",0.123,-0.39,0.475
U182,P100,view,0.15,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.532, 0.222, 0.775, 0.569, 0.387]",0.002,0.491,0.291
U156,P040,add_to_cart,0.467,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.774, 0.36, 0.739, 0.408, 0.671]",0.508,0.799,0.837
U139,P061,purchase,0.818,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.764, 0.465, 0.974, 0.731, 0.986]",0.877,0.973,1.323
U021,P009,purchase,0.951,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.051, 0.556, 0.568, 0.923, 0.455]",0.783,0.165,1.285
U148,P062,add_to_cart,0.56,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.964, 0.345, 0.517, 0.339, 0.584]",0.573,0.3,0.851
U200,P028,review,0.384,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.71, 0.163, 0.286, 0.682, 0.633]",0.197,-0.736,0.198
U075,P046,add_to_cart,0.462,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.285, 0.437, 0.171, 0.374, 0.138]",-0.899,-0.01,0.176
U127,P036,add_to_cart,0.495,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.702, 0.898, 0.755, 0.339, 0.002]",0.573,0.9,0.937
U144,P004,add_to_cart,0.679,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.428, 0.314, 0.399, 0.7, 0.616]",0.811,-0.751,0.726
U052,P031,add_to_cart,0.482,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.672, 0.466, 0.641, 0.418, 0.594]",0.957,0.496,0.925
U004,P076,add_to_cart,0.435,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.429, 0.058, 0.346, 0.316, 0.528]",0.808,-0.451,0.534
U062,P088,purchase,0.965,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.199, 0.702, 0.846, 0.331, 0.566]",-0.474,-0.749,0.584
U182,P100,review,0.672,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.558, 0.804, 0.527, 0.716, 0.375]",0.59,0.028,0.837
U101,P014,view,0.4,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.79, 0.615, 0.858, 0.042, 0.083]",-0.425,-0.511,0.122
U074,P055,review,0.424,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.964, 0.199, 0.563, 0.384, 0.099]",0.856,-0.079,0.628
